Rubric Name,Criteria Name,Criteria Description,Criteria Enable Range,Rating Name,Rating Description,Rating Points,Rating Name,Rating Description,Rating Points,Rating Name,Rating Description,Rating Points
TA-1.1 Ficha de Lectura con Mapa Conceptual,Estructura y Contenido de la Ficha,Incluye todos los componentes: información bibliográfica resumen ejecutivo conceptos clave y reflexión crítica,false,Excelente,Ficha completa con todos los componentes bien desarrollados,1.25,Bueno,Ficha con la mayoría de componentes desarrollados,0.8,Insuficiente,Ficha incompleta o con componentes deficientes,0
TA-1.1 Ficha de Lectura con Mapa Conceptual,Mapa Conceptual Jerárquico,Organización visual jerárquica con SIMULACIÓN al centro conectando definiciones clasificaciones ventajas y limitaciones,false,Excelente,Mapa jerárquico claro con conexiones lógicas y completas,1,Bueno,Mapa parcialmente jerárquico con algunas conexiones,0.6,Insuficiente,Mapa desorganizado o sin jerarquía clara,0
