Rubric Name,Criteria Name,Criteria Description,Criteria Enable Range,Rating Name,Rating Description,Rating Points,Rating Name,Rating Description,Rating Points,Rating Name,Rating Description,Rating Points
PE-1.1 Taller Clasificación de Sistemas,Matriz de Clasificación Completa,Completa correctamente la matriz para los 6 casos (naturaleza y comportamiento),false,Excelente,Clasifica correctamente los 6 casos en naturaleza y comportamiento,1.25,Bueno,Clasifica correctamente 4-5 casos,0.8,Insuficiente,Clasifica correctamente menos de 4 casos,0
PE-1.1 Taller Clasificación de Sistemas,Justificación Técnica y Participación,Justifica técnicamente cada decisión y participa activamente en presentación grupal,false,Excelente,Justificaciones técnicas sólidas y participación activa en grupo,1,Bueno,Justificaciones parciales y participación moderada,0.6,Insuficiente,Justificaciones débiles o sin participación,0
